"id","country","district","gender","trial","item_A","item_B","item_C","best_overall","worst_overall","best_taste","worst_taste","best_color","worst_color","best_describe","worst_describe","community","age","geno_test","region"
1355,"Ghana","Northern","Man","community","PG17412-N2","SARI-Nyumingre (Obare)","PG17265-N1","C","B",NA,NA,NA,NA,NA,NA,"Waribogu","23","advanced_trial",NA
1357,"Ghana","Northern","Man","community","SARI-Nan","PG17265-N1","PG17140-N2","C","B",NA,NA,NA,NA,NA,NA,"Waribogu","31","advanced_trial",NA
1359,"Ghana","Northern","Woman","community","CRI-Apomuden","PG17206-N5","PG17140-N2","B","C",NA,NA,NA,NA,NA,NA,"Waribogu","30","advanced_trial",NA
1362,"Ghana","Northern","Man","community","SARI-Diedi (Tu-Purple)","PG17136-N1","PG17140-N2","C","A",NA,NA,NA,NA,NA,NA,"Waribogu","65","advanced_trial",NA
1364,"Ghana","Northern","Man","community","PG17305-N1","PG17362-N1","CRI-Apomuden","A","C",NA,NA,NA,NA,NA,NA,"Waribogu","38","advanced_trial",NA
1365,"Ghana","Northern","Man","community","PG17136-N1","CRI-Ligri","CIP442162","B","C",NA,NA,NA,NA,NA,NA,"Nyankpala","36","advanced_trial",NA
1367,"Ghana","Northern","Woman","community","PG17412-N2","PG17362-N1","SARI-Nyumingre (Obare)","B","A",NA,NA,NA,NA,NA,NA,"Nyankpala","25","advanced_trial",NA
1371,"Ghana","Northern","Woman","community","PG17265-N1","CIP442162","SARI-Nan","A","C",NA,NA,NA,NA,NA,NA,"Nyankpala","20","advanced_trial",NA
1373,"Ghana","Northern","Man","community","PG17140-N2","PG17206-N5","PG17412-N2","C","B",NA,NA,NA,NA,NA,NA,"Nyankpala","20","advanced_trial",NA
1375,"Ghana","Northern","Woman","community","CRI-Apomuden","SARI-Nan","SARI-Diedi (Tu-Purple)","B","C",NA,NA,NA,NA,NA,NA,"Nyankpala","25","advanced_trial",NA
1378,"Ghana","Northern","Woman","community","PG17305-N1","PG17206-N5","PG17136-N1","C","B",NA,NA,NA,NA,NA,NA,"Nyankpala","21","advanced_trial",NA
1379,"Ghana","Northern","Woman","community","PG17362-N1","SARI-Diedi (Tu-Purple)","CRI-Ligri","C","B",NA,NA,NA,NA,NA,NA,"Nyankpala","25","advanced_trial",NA
1382,"Ghana","Northern","Woman","community","SARI-Nyumingre (Obare)","PG17305-N1","CIP442162","C","B",NA,NA,NA,NA,NA,NA,"Nyankpala","20","advanced_trial",NA
1383,"Ghana","Northern","Man","community","PG17265-N1","PG17412-N2","CRI-Ligri","A","C",NA,NA,NA,NA,NA,NA,"Nyankpala","28","advanced_trial",NA
1386,"Ghana","Northern","Man","community","CRI-Apomuden","PG17206-N5","PG17265-N1","A","B",NA,NA,NA,NA,NA,NA,"Nyankpala","22","advanced_trial",NA
1388,"Ghana","Northern","Man","community","PG17136-N1","PG17265-N1","SARI-Diedi (Tu-Purple)","B","C",NA,NA,NA,NA,NA,NA,"Nyankpala","35","advanced_trial",NA
1392,"Ghana","Northern","Man","community","PG17362-N1","PG17140-N2","PG17305-N1","A","B",NA,NA,NA,NA,NA,NA,"Nyankpala","26","advanced_trial",NA
1394,"Ghana","Northern","Man","community","CRI-Ligri","CIP442162","CRI-Apomuden","A","C",NA,NA,NA,NA,NA,NA,"Nyankpala","30","advanced_trial",NA
1396,"Ghana","Northern","Woman","community","PG17136-N1","PG17412-N2","SARI-Nyumingre (Obare)","C","B",NA,NA,NA,NA,NA,NA,"Nyankpala","18","advanced_trial",NA
1398,"Ghana","Northern","Man","community","PG17265-N1","SARI-Nan","PG17362-N1","A","B",NA,NA,NA,NA,NA,NA,"Nyankpala","28","advanced_trial",NA
1400,"Ghana","Northern","Man","community","CIP442162","PG17140-N2","PG17206-N5","A","B",NA,NA,NA,NA,NA,NA,"Nyankpala","25","advanced_trial",NA
1403,"Ghana","Northern","Man","community","SARI-Diedi (Tu-Purple)","PG17412-N2","CRI-Apomuden","B","A",NA,NA,NA,NA,NA,NA,"Nyankpala","30","advanced_trial",NA
1405,"Ghana","Northern","Man","community","PG17305-N1","PG17136-N1","SARI-Nan","B","C",NA,NA,NA,NA,NA,NA,"Nyankpala","22","advanced_trial",NA
1406,"Ghana","Northern","Man","community","PG17362-N1","PG17206-N5","CRI-Ligri","A","C",NA,NA,NA,NA,NA,NA,"Nyankpala","32","advanced_trial",NA
1409,"Ghana","Northern","Woman","community","SARI-Nyumingre (Obare)","CIP442162","SARI-Diedi (Tu-Purple)","A","C",NA,NA,NA,NA,NA,NA,"Nyankpala","20","advanced_trial",NA
1410,"Ghana","Northern","Man","community","PG17265-N1","PG17305-N1","PG17412-N2","A","B",NA,NA,NA,NA,NA,NA,"Nyankpala","18","advanced_trial",NA
1414,"Ghana","Northern","Man","community","CRI-Ligri","PG17140-N2","SARI-Nan","A","C",NA,NA,NA,NA,NA,NA,"Nyankpala","37","advanced_trial",NA
1416,"Ghana","Northern","Man","community","CRI-Apomuden","PG17206-N5","SARI-Nyumingre (Obare)","C","B",NA,NA,NA,NA,NA,NA,"Nyankpala","20","advanced_trial",NA
1419,"Ghana","Northern","Man","community","SARI-Diedi (Tu-Purple)","SARI-Nyumingre (Obare)","PG17136-N1","B","A",NA,NA,NA,NA,NA,NA,"Nyankpala","19","advanced_trial",NA
1421,"Ghana","Northern","Man","community","PG17305-N1","PG17265-N1","PG17362-N1","A","C",NA,NA,NA,NA,NA,NA,"Nyankpala","20","advanced_trial",NA
1422,"Ghana","Northern","Man","community","PG17140-N2","CIP442162","CRI-Ligri","B","A",NA,NA,NA,NA,NA,NA,"Nyankpala","40","advanced_trial",NA
1424,"Ghana","Northern","Man","community","CRI-Apomuden","PG17412-N2","SARI-Nyumingre (Obare)","C","A",NA,NA,NA,NA,NA,NA,"Nyankpala","25","advanced_trial",NA
1426,"Ghana","Northern","Man","community","PG17265-N1","PG17136-N1","SARI-Nan","B","A",NA,NA,NA,NA,NA,NA,"Nyankpala","32","advanced_trial",NA
1429,"Ghana","Northern","Man","community","CRI-Apomuden","SARI-Diedi (Tu-Purple)","CIP442162","C","A",NA,NA,NA,NA,NA,NA,"Nyankpala","17","advanced_trial",NA
1431,"Ghana","Northern","Man","community","PG17412-N2","PG17305-N1","PG17136-N1","C","A",NA,NA,NA,NA,NA,NA,"Nyankpala","64","advanced_trial",NA
538,"Ghana","Northern","Man","community","PG17362-N1","SARI-Nan","CRI-Ligri","B","C",NA,NA,NA,NA,NA,NA,"Nyankpala","18","advanced_trial",NA
540,"Ghana","Northern","Man","community","CIP442162","PG17206-N5","SARI-Nyumingre (Obare)","C","A",NA,NA,NA,NA,NA,NA,"Nyankpala","18","advanced_trial",NA
543,"Ghana","Northern","Man","community","SARI-Diedi (Tu-Purple)","PG17412-N2","PG17265-N1","C","A",NA,NA,NA,NA,NA,NA,"Nyankpala","17","advanced_trial",NA
545,"Ghana","Northern","Woman","community","PG17305-N1","SARI-Nan","PG17140-N2","B","C",NA,NA,NA,NA,NA,NA,"Nyankpala","22","advanced_trial",NA
546,"Ghana","Northern","Man","community","PG17206-N5","CRI-Ligri","CRI-Apomuden","B","C",NA,NA,NA,NA,NA,NA,"Nyankpala","20","advanced_trial",NA
548,"Ghana","Northern","Woman","community","CRI-Ligri","PG17136-N1","SARI-Diedi (Tu-Purple)","C","B",NA,NA,NA,NA,NA,NA,"Nyankpala","20","advanced_trial",NA
550,"Ghana","Northern","Man","community","PG17362-N1","PG17305-N1","SARI-Nyumingre (Obare)","A","B",NA,NA,NA,NA,NA,NA,"Nyankpala","19","advanced_trial",NA
552,"Ghana","Northern","Man","community","CRI-Ligri","PG17265-N1","CIP442162","C","B",NA,NA,NA,NA,NA,NA,"Nyankpala","13","advanced_trial",NA
554,"Ghana","Northern","Man","community","PG17140-N2","PG17412-N2","SARI-Nyumingre (Obare)","C","B",NA,NA,NA,NA,NA,NA,"Nyankpala","22","advanced_trial",NA
556,"Ghana","Northern","Man","community","SARI-Nan","PG17265-N1","CRI-Apomuden","B","A",NA,NA,NA,NA,NA,NA,"Nyankpala","25","advanced_trial",NA
560,"Ghana","Northern","Man","community","PG17140-N2","PG17136-N1","PG17206-N5","B","A",NA,NA,NA,NA,NA,NA,"Nyankpala","23","advanced_trial",NA
562,"Ghana","Northern","Woman","community","CRI-Apomuden","SARI-Diedi (Tu-Purple)","PG17362-N1","C","B",NA,NA,NA,NA,NA,NA,"Nyankpala","33","advanced_trial",NA
564,"Ghana","Northern","Man","community","PG17136-N1","CIP442162","PG17305-N1","C","B",NA,NA,NA,NA,NA,NA,"Nyankpala","20","advanced_trial",NA
566,"Ghana","Northern","Woman","community","PG17412-N2","CRI-Ligri","PG17362-N1","A","B",NA,NA,NA,NA,NA,NA,"Nyankpala","45","advanced_trial",NA
569,"Ghana","Northern","Man","community","PG17206-N5","PG17265-N1","PG17412-N2","B","A",NA,NA,NA,NA,NA,NA,"Nyankpala","19","advanced_trial",NA
572,"Ghana","Northern","Woman","community","SARI-Diedi (Tu-Purple)","PG17140-N2","SARI-Nan","C","A",NA,NA,NA,NA,NA,NA,"Nyankpala","35","advanced_trial",NA
573,"Ghana","Northern","Woman","community","PG17206-N5","PG17305-N1","CRI-Apomuden","A","C",NA,NA,NA,NA,NA,NA,"Nyankpala","25","advanced_trial",NA
575,"Ghana","Northern","Man","community","PG17136-N1","PG17305-N1","SARI-Diedi (Tu-Purple)","A","C",NA,NA,NA,NA,NA,NA,"Nyankpala","20","advanced_trial",NA
577,"Ghana","Northern","Woman","community","CRI-Ligri","PG17305-N1","PG17362-N1","C","A",NA,NA,NA,NA,NA,NA,"Nyankpala","22","advanced_trial",NA
581,"Ghana","Northern","Man","community","CRI-Ligri","SARI-Nyumingre (Obare)","CIP442162","A","C",NA,NA,NA,NA,NA,NA,"Nyankpala","11","advanced_trial",NA
584,"Ghana","Northern","Woman","community","SARI-Nyumingre (Obare)","PG17412-N2","PG17265-N1","A","B",NA,NA,NA,NA,NA,NA,"Nyankpala","20","advanced_trial",NA
586,"Ghana","Northern","Woman","community","PG17140-N2","CRI-Apomuden","PG17206-N5","B","A",NA,NA,NA,NA,NA,NA,"Nyankpala","30","advanced_trial",NA
588,"Ghana","Northern","Man","community","CRI-Apomuden","SARI-Diedi (Tu-Purple)","PG17136-N1","C","B",NA,NA,NA,NA,NA,NA,"Nyankpala","30","advanced_trial",NA
590,"Ghana","Northern","Woman","community","PG17362-N1","PG17136-N1","PG17305-N1","B","A",NA,NA,NA,NA,NA,NA,"Nyankpala","45","advanced_trial",NA
592,"Ghana","Northern","Woman","community","CIP442162","CRI-Ligri","PG17362-N1","B","C",NA,NA,NA,NA,NA,NA,"Nyankpala","30","advanced_trial",NA
594,"Ghana","Northern","Man","community","CIP442162","SARI-Nyumingre (Obare)","PG17412-N2","B","C",NA,NA,NA,NA,NA,NA,"Nyankpala","40","advanced_trial",NA
596,"Ghana","Northern","Woman","community","PG17265-N1","SARI-Nan","PG17412-N2","B","A",NA,NA,NA,NA,NA,NA,"Nyankpala","20","advanced_trial",NA
598,"Ghana","Northern","Man","community","PG17206-N5","PG17140-N2","SARI-Nan","B","C",NA,NA,NA,NA,NA,NA,"Nyankpala","25","advanced_trial",NA
603,"Ghana","Northern","Woman","community","SARI-Diedi (Tu-Purple)","PG17206-N5","CRI-Apomuden","A","C",NA,NA,NA,NA,NA,NA,"Nyankpala","30","advanced_trial",NA
604,"Ghana","Northern","Woman","community","PG17140-N2","CRI-Apomuden","SARI-Diedi (Tu-Purple)","B","C",NA,NA,NA,NA,NA,NA,"Nyankpala","40","advanced_trial",NA
606,"Ghana","Northern","Woman","community","CRI-Apomuden","PG17305-N1","PG17136-N1","C","A",NA,NA,NA,NA,NA,NA,"Nyankpala","45","advanced_trial",NA
608,"Ghana","Northern","Man","community","PG17136-N1","PG17362-N1","CRI-Ligri","A","B",NA,NA,NA,NA,NA,NA,"Nyankpala","17","advanced_trial",NA
611,"Ghana","Northern","Man","community","SARI-Nyumingre (Obare)","PG17362-N1","CIP442162","A","B",NA,NA,NA,NA,NA,NA,"Nyankpala","19","advanced_trial",NA
612,"Ghana","Northern","Man","community","CIP442162","PG17265-N1","PG17412-N2","A","C",NA,NA,NA,NA,NA,NA,"Nyankpala","36","advanced_trial",NA
614,"Ghana","Northern","Woman","community","PG17412-N2","SARI-Nan","PG17140-N2","B","C",NA,NA,NA,NA,NA,NA,"Nyankpala","32","advanced_trial",NA
616,"Ghana","Northern","Man","community","PG17206-N5","SARI-Nan","CRI-Apomuden","B","C",NA,NA,NA,NA,NA,NA,"Nyankpala","45","advanced_trial",NA
618,"Ghana","Northern","Woman","community","PG17206-N5","PG17136-N1","SARI-Diedi (Tu-Purple)","A","C",NA,NA,NA,NA,NA,NA,"Nyankpala","30","advanced_trial",NA
621,"Ghana","Northern","Man","community","SARI-Diedi (Tu-Purple)","PG17362-N1","PG17305-N1","B","C",NA,NA,NA,NA,NA,NA,"Nyankpala","25","advanced_trial",NA
624,"Ghana","Northern","Woman","community","CIP442162","PG17305-N1","CRI-Ligri","A","B",NA,NA,NA,NA,NA,NA,"Nyankpala","35","advanced_trial",NA
626,"Ghana","Northern","Woman","community","PG17412-N2","CRI-Ligri","SARI-Nyumingre (Obare)","B","C",NA,NA,NA,NA,NA,NA,"Nyankpala","20","advanced_trial",NA
628,"Ghana","Northern","Woman","community","SARI-Nan","PG17265-N1","SARI-Nyumingre (Obare)","C","A",NA,NA,NA,NA,NA,NA,"Nyankpala","30","advanced_trial",NA
630,"Ghana","Northern","Man","community","PG17140-N2","PG17265-N1","PG17206-N5","B","A",NA,NA,NA,NA,NA,NA,"Nyankpala","27","advanced_trial",NA
632,"Ghana","Northern","Man","community","CRI-Apomuden","PG17265-N1","SARI-Diedi (Tu-Purple)","C","B",NA,NA,NA,NA,NA,NA,"Nyankpala","34","advanced_trial",NA
634,"Ghana","Northern","Man","community","PG17136-N1","PG17305-N1","PG17140-N2","A","C",NA,NA,NA,NA,NA,NA,"Nyankpala","70","advanced_trial",NA
636,"Ghana","Northern","Man","community","CRI-Apomuden","PG17362-N1","CRI-Ligri","C","B",NA,NA,NA,NA,NA,NA,"Nyankpala","25","advanced_trial",NA
638,"Ghana","Northern","Woman","community","PG17136-N1","CIP442162","SARI-Nyumingre (Obare)","B","C",NA,NA,NA,NA,NA,NA,"Nyankpala","18","advanced_trial",NA
640,"Ghana","Northern","Woman","community","PG17362-N1","PG17412-N2","PG17265-N1","A","B",NA,NA,NA,NA,NA,NA,"Nyankpala","20","advanced_trial",NA
642,"Ghana","Northern","Man","community","CIP442162","SARI-Nan","PG17140-N2","B","C",NA,NA,NA,NA,NA,NA,"Nyankpala","30","advanced_trial",NA
646,"Ghana","Northern","Man","community","PG17412-N2","PG17206-N5","CRI-Apomuden","A","C",NA,NA,NA,NA,NA,NA,"Nyankpala","45","advanced_trial",NA
648,"Ghana","Northern","Woman","community","SARI-Nan","SARI-Diedi (Tu-Purple)","PG17136-N1","C","B",NA,NA,NA,NA,NA,NA,"Nyankpala","20","advanced_trial",NA
650,"Ghana","Northern","Woman","community","PG17206-N5","PG17362-N1","PG17305-N1","A","B",NA,NA,NA,NA,NA,NA,"Nyankpala","20","advanced_trial",NA
652,"Ghana","Northern","Man","community","CRI-Ligri","CIP442162","SARI-Diedi (Tu-Purple)","B","C",NA,NA,NA,NA,NA,NA,"Nyankpala","35","advanced_trial",NA
655,"Ghana","Northern","Man","community","PG17305-N1","SARI-Nyumingre (Obare)","PG17412-N2","B","A",NA,NA,NA,NA,NA,NA,"Nyankpala","50","advanced_trial",NA
656,"Ghana","Northern","Man","community","CRI-Ligri","PG17265-N1","SARI-Nan","C","A",NA,NA,NA,NA,NA,NA,"Nyankpala","30","advanced_trial",NA
659,"Ghana","Northern","Man","community","SARI-Nyumingre (Obare)","PG17206-N5","PG17140-N2","A","C",NA,NA,NA,NA,NA,NA,"Nyankpala","29","advanced_trial",NA
661,"Ghana","Northern","Man","community","SARI-Diedi (Tu-Purple)","CRI-Apomuden","SARI-Nyumingre (Obare)","C","B",NA,NA,NA,NA,NA,NA,"Nyankpala","18","advanced_trial",NA
662,"Ghana","Northern","Man","community","PG17136-N1","PG17265-N1","PG17305-N1","B","C",NA,NA,NA,NA,NA,NA,"Nyankpala","60","advanced_trial",NA
664,"Ghana","Northern","Man","community","CRI-Ligri","PG17362-N1","PG17140-N2","B","C",NA,NA,NA,NA,NA,NA,"Nyankpala","32","advanced_trial",NA
669,"Ghana","Northern","Man","community","SARI-Nyumingre (Obare)","CRI-Apomuden","CIP442162","A","C",NA,NA,NA,NA,NA,NA,"Nyankpala","38","advanced_trial",NA
670,"Ghana","Northern","Man","community","PG17412-N2","PG17136-N1","PG17265-N1","B","A",NA,NA,NA,NA,NA,NA,"Nyankpala","37","advanced_trial",NA
672,"Ghana","Northern","Man","community","PG17140-N2","SARI-Nan","PG17362-N1","B","A",NA,NA,NA,NA,NA,NA,"Nyankpala","35","advanced_trial",NA
674,"Ghana","Northern","Man","community","CRI-Apomuden","CIP442162","PG17206-N5","A","C",NA,NA,NA,NA,NA,NA,"Nyankpala","20","advanced_trial",NA
676,"Ghana","Northern","Woman","community","PG17136-N1","SARI-Diedi (Tu-Purple)","PG17412-N2","B","C",NA,NA,NA,NA,NA,NA,"Nyankpala","35","advanced_trial",NA
679,"Ghana","Northern","Woman","community","PG17305-N1","SARI-Nan","PG17362-N1","B","C",NA,NA,NA,NA,NA,NA,"Nyankpala","30","advanced_trial",NA
680,"Ghana","Northern","Woman","community","CRI-Ligri","PG17206-N5","CIP442162","C","A",NA,NA,NA,NA,NA,NA,"Nyankpala","28","advanced_trial",NA
683,"Ghana","Northern","Man","community","SARI-Nyumingre (Obare)","SARI-Diedi (Tu-Purple)","PG17412-N2","C","B",NA,NA,NA,NA,NA,NA,"Nyankpala","30","advanced_trial",NA
685,"Ghana","Northern","Woman","community","PG17305-N1","SARI-Nan","PG17265-N1","C","B",NA,NA,NA,NA,NA,NA,"Nyankpala","20","advanced_trial",NA
686,"Ghana","Northern","Man","community","PG17140-N2","CRI-Ligri","PG17206-N5","B","C",NA,NA,NA,NA,NA,NA,"Nyankpala","30","advanced_trial",NA
691,"Ghana","Northern","Woman","community","SARI-Diedi (Tu-Purple)","CRI-Apomuden","CRI-Ligri","B","A",NA,NA,NA,NA,NA,NA,"Nyankpala","18","advanced_trial",NA
693,"Ghana","Northern","Woman","community","PG17305-N1","PG17136-N1","SARI-Nyumingre (Obare)","B","C",NA,NA,NA,NA,NA,NA,"Nyankpala","20","advanced_trial",NA
694,"Ghana","Northern","Woman","community","PG17265-N1","PG17362-N1","CRI-Ligri","B","C",NA,NA,NA,NA,NA,NA,"Nyankpala","40","advanced_trial",NA
697,"Ghana","Northern","Woman","community","SARI-Nyumingre (Obare)","PG17140-N2","CIP442162","A","C",NA,NA,NA,NA,NA,NA,"Nyankpala","31","advanced_trial",NA
698,"Ghana","Northern","Man","community","CRI-Apomuden","PG17265-N1","PG17412-N2","B","A",NA,NA,NA,NA,NA,NA,"Nyankpala","21","advanced_trial",NA
700,"Ghana","Northern","Woman","community","SARI-Nan","PG17140-N2","PG17136-N1","A","C",NA,NA,NA,NA,NA,NA,"Nyankpala","32","advanced_trial",NA
702,"Ghana","Northern","Woman","community","PG17206-N5","CRI-Apomuden","PG17362-N1","A","B",NA,NA,NA,NA,NA,NA,"Nyankpala","40","advanced_trial",NA
705,"Ghana","Northern","Woman","community","SARI-Diedi (Tu-Purple)","PG17136-N1","CIP442162","C","A",NA,NA,NA,NA,NA,NA,"Nyankpala","25","advanced_trial",NA
706,"Ghana","Northern","Woman","community","PG17412-N2","PG17305-N1","PG17362-N1","C","A",NA,NA,NA,NA,NA,NA,"Nyankpala","35","advanced_trial",NA
708,"Ghana","Northern","Woman","community","SARI-Nan","CRI-Ligri","CIP442162","A","B",NA,NA,NA,NA,NA,NA,"Nyankpala","25","advanced_trial",NA
712,"Ghana","Northern","Man","community","PG17412-N2","SARI-Nyumingre (Obare)","PG17206-N5","B","C",NA,NA,NA,NA,NA,NA,"Nyankpala","32","advanced_trial",NA
714,"Ghana","Northern","Woman","community","PG17265-N1","SARI-Diedi (Tu-Purple)","SARI-Nan","B","A",NA,NA,NA,NA,NA,NA,"Nyankpala","52","advanced_trial",NA
718,"Ghana","Northern","Woman","community","PG17305-N1","SARI-Diedi (Tu-Purple)","CRI-Apomuden","C","A",NA,NA,NA,NA,NA,NA,"Nyankpala","45","advanced_trial",NA
719,"Ghana","Upper East","Woman","community","PG17136-N1","PG17305-N1","CRI-Ligri","A","C",NA,NA,NA,NA,NA,NA,"Bongo","48","advanced_trial",NA
721,"Ghana","Upper East","Woman","community","PG17362-N1","SARI-Nyumingre (Obare)","CRI-Ligri","B","C",NA,NA,NA,NA,NA,NA,"Bongo","23","advanced_trial",NA
724,"Ghana","Upper East","Man","community","SARI-Nyumingre (Obare)","CIP442162","PG17265-N1","A","C",NA,NA,NA,NA,NA,NA,"Bongo","24","advanced_trial",NA
725,"Ghana","Upper East","Woman","community","PG17412-N2","PG17140-N2","PG17265-N1","B","C",NA,NA,NA,NA,NA,NA,"Bongo","19","advanced_trial",NA
727,"Ghana","Upper East","Woman","community","PG17140-N2","SARI-Nan","CRI-Apomuden","B","A",NA,NA,NA,NA,NA,NA,"Bongo","41","advanced_trial",NA
729,"Ghana","Upper East","Woman","community","PG17136-N1","PG17206-N5","CRI-Apomuden","A","B",NA,NA,NA,NA,NA,NA,"Bongo","20","advanced_trial",NA
735,"Ghana","Upper East","Man","community","PG17305-N1","CIP442162","PG17362-N1","C","A",NA,NA,NA,NA,NA,NA,"Bongo","27","advanced_trial",NA
736,"Ghana","Upper East","Man","community","CRI-Ligri","PG17412-N2","CIP442162","C","A",NA,NA,NA,NA,NA,NA,"Bongo","35","advanced_trial",NA
738,"Ghana","Upper East","Woman","community","SARI-Nan","SARI-Nyumingre (Obare)","PG17412-N2","A","C",NA,NA,NA,NA,NA,NA,"Bongo","62","advanced_trial",NA
740,"Ghana","Upper East","Woman","community","SARI-Nan","PG17265-N1","PG17206-N5","C","B",NA,NA,NA,NA,NA,NA,"Bongo","18","advanced_trial",NA
743,"Ghana","Upper East","Woman","community","SARI-Diedi (Tu-Purple)","PG17140-N2","PG17206-N5","A","C",NA,NA,NA,NA,NA,NA,"Bongo","37","advanced_trial",NA
744,"Ghana","Upper East","Woman","community","PG17140-N2","SARI-Diedi (Tu-Purple)","PG17265-N1","B","C",NA,NA,NA,NA,NA,NA,"Bongo","23","advanced_trial",NA
746,"Ghana","Upper East","Woman","community","PG17140-N2","PG17305-N1","CRI-Apomuden","B","C",NA,NA,NA,NA,NA,NA,"Bongo","15","advanced_trial",NA
748,"Ghana","Upper East","Woman","community","CRI-Ligri","CRI-Apomuden","PG17136-N1","C","B",NA,NA,NA,NA,NA,NA,"Bongo","39","advanced_trial",NA
750,"Ghana","Upper East","Man","community","PG17136-N1","SARI-Nyumingre (Obare)","PG17362-N1","C","B",NA,NA,NA,NA,NA,NA,"Bongo","32","advanced_trial",NA
756,"Ghana","Upper East","Man","community","PG17265-N1","PG17362-N1","CIP442162","B","A",NA,NA,NA,NA,NA,NA,"Bongo","52","advanced_trial",NA
758,"Ghana","Upper East","Woman","community","PG17140-N2","PG17412-N2","CIP442162","B","A",NA,NA,NA,NA,NA,NA,"Bongo","40","advanced_trial",NA
760,"Ghana","Upper East","Man","community","PG17412-N2","CRI-Apomuden","SARI-Nan","C","A",NA,NA,NA,NA,NA,NA,"Bongo","22","advanced_trial",NA
762,"Ghana","Upper East","Woman","community","PG17206-N5","PG17136-N1","SARI-Nan","B","A",NA,NA,NA,NA,NA,NA,"Bongo","25","advanced_trial",NA
765,"Ghana","Upper East","Man","community","SARI-Diedi (Tu-Purple)","PG17362-N1","PG17206-N5","B","A",NA,NA,NA,NA,NA,NA,"Bongo","40","advanced_trial",NA
767,"Ghana","Upper East","Man","community","SARI-Diedi (Tu-Purple)","CIP442162","PG17305-N1","A","C",NA,NA,NA,NA,NA,NA,"Bongo","21","advanced_trial",NA
768,"Ghana","Upper East","Woman","community","CRI-Ligri","PG17412-N2","PG17305-N1","B","C",NA,NA,NA,NA,NA,NA,"Bongo","21","advanced_trial",NA
